protein_name	r2_male	rmse_male	mae_male	r2_female	rmse_female	mae_female	r2_all	rmse_all	mae_all
ADRBK1	-8.46076800885897	20.8983594404497	16.6628371154443	-3.58347117266029	19.9147899248061	15.0229046476136	-5.76463597299703	21.2378523810229	16.7742477655421
ADSL	-1.90173218019114	19.4710369146016	15.097853276412	-14.231924193159	21.4665652313471	16.7802824089579	-5.72252771053909	20.8077709291233	16.3110307919709
AFM	-2.59667750379079	20.143603263848	15.6626117176407	-2.92174327275403	21.4824889621706	15.2661326146129	-3.5408827036125	20.8682447604443	15.7592496417258
AFP	-37.0075921664166	21.8689495783396	17.5849423143132	-28.9605451943876	21.3517325447011	17.0108593341703	-32.3604833992857	21.8082621255152	17.424888919316
AGER	-4.64151457211522	21.6212403291647	16.8142762096968	-58.3994166416148	21.9967804354886	17.155114107664	-24.7245663542066	22.1990735777126	17.578864559392
AGR2	-66.6622272357202	21.7284688704215	17.687980790535	-10.7504186229033	20.753229693215	16.3665040139098	-17.7437988371923	21.4792254959074	17.4005959471548
AGRP	-9.56864100208511	21.3563721311067	16.5744827972742	-13.1093814620438	21.2833788967648	16.6250479927768	-21.4526987934589	21.7564317594006	17.3165677479389
AGT	-23.7178041206708	21.7952839261949	17.7133241899268	-20.087543759857	22.1358068220514	16.851345064439	-56.8034096219709	22.2174543566719	17.6398739640832
AHSG	-3.96289752416662	20.3899581602944	15.4729127343908	-2.83252035019664	18.9734220193446	14.9495005676278	-3.28218246980491	19.7438874106548	15.2965465918775
AIF1	-10.0263131867492	20.911715160882	17.2918746399281	-5.54339070221998	20.1182972420824	16.0627583722247	-8.77420785077179	20.9193087431502	17.0026654961558
AIMP1	-2.38632200898257	20.0840899155916	15.6123299755753	-2.91867460388487	20.2059523771512	15.2421617709746	-2.90256440980635	20.2425309542578	15.6922703245061
AIP	-19.0333584156674	21.9559741729884	17.5512214124379	-3.31451753141377	21.3820236278375	15.6314392684554	-19.0232757318453	22.0113111857092	17.3042167065455
AK1	-8.0317177363196	20.7604901205232	16.8765278393207	-6.06939892982882	20.2065787321641	15.7461742256136	-8.61227813423825	20.8576485682988	16.7631403350249
AKR1A1	-15.6038914526334	22.033522618737	17.5178888965842	-1.89270108290472	18.8876210122456	14.4508777436358	-4.39948079707967	20.8741420722822	16.5418469282124
AKR7A2	-5.94737747619057	21.6337060279102	16.6575856337685	-4.13997049817267	20.5901437815138	15.9464318134749	-9.49282015689595	21.4558880838868	16.8989969182231
AKT1.AKT2.AKT3	-7.5408840892064	20.6051661399212	16.7511422863261	-5.74175235789415	21.3621974062904	16.2336716623416	-32.4182964052095	21.672116363705	17.4203053925933
AKT2	-6.72504181247226	20.7246880165315	16.7182881863866	-6.43931484606476	21.028257137479	16.0324815139121	-9.34014172656987	21.5577149910332	17.1708521224707
ALB	-4.62141445783385	21.8778152623628	17.1510402782554	-129.374694142546	22.3633538190705	17.4091938609094	-112.227028568499	22.1036470366914	17.7894500919224
ALCAM	-3.35076463504343	20.3449117801765	16.1680073005387	-7.151880116278	21.1011596629783	15.7616403107027	-18.1630331118451	21.5889182354413	17.1185205417493
ALDOA	-3.97476265450103	20.3059071832673	16.2508506124531	-5.44994763337634	20.5906286283884	16.2987509232701	-11.9110830289584	21.3809899081549	16.9576558409393
AMH	-25.6093586355492	21.6873769776808	17.6069380947288	-15.2903577390629	21.4632073883872	16.8214422824906	-58.4859733694107	22.3018656440417	17.7480264601098
AMICA1	-35.777547401553	21.7602679573834	17.54285837088	-33.5268107237536	21.6913234973202	17.0068824832854	-38.2259022644449	21.7458860239405	17.3899981758534
AMIGO2	-13.6690139565607	21.835136608121	17.1374382305932	-21.5744990281808	22.2161450191347	16.9212570807783	-19.4668859705442	22.1149452584806	17.2720588391105
AMN	-4.26974223796832	20.5029150617586	16.3784727742442	-16.3837591728985	21.3799481146754	16.5471424887175	-10.7883157858598	21.2273921209556	16.8793528101028
ANG	-14.0897083862458	21.4545915718133	17.0436134359975	-6.09438272613766	21.4255800456071	16.2928260065808	-19.8090653737454	21.763446423877	17.428780433208
ANGPT1	-19.8309380989432	22.0874515115617	17.6982984477646	-2.17144152349421	19.6541774057224	15.2301814817247	-9.83414005090699	20.9786114015161	17.1747531814418
ANGPT2	-0.324985045096054	17.3681481035763	12.5932091151381	-6.33632060439244	20.2910476353624	15.6912483290459	-1.28132488710283	19.51596867751	14.7128797687678
ANGPT4	-1.31448746675761	18.8844569742922	15.8625079502089	-1.9529618645425	19.724064891066	15.4388447880373	-2.20717153911864	19.2388149500485	15.7743146030057
ANGPTL3	-4.28275798256437	20.2487325096701	16.8277796476984	-9.46801617801201	21.4571871239978	16.7771010164986	-12.2546593933213	21.2467560791321	17.2703857316227
ANGPTL4	-1.23205925652278	19.5705243386125	15.5686848009351	-8.70949524852961	20.5219593455423	16.0694854660902	-3.70866315788011	20.1497495673481	16.5236697995914
ANK2	-5.50734776284439	20.2943733238668	16.4370428671219	-17.1664684113361	21.0646796319637	16.7211910048364	-7.87534304894306	20.6176592940322	16.7357381691597
ANP32B	-0.758282374934099	17.9911225949874	14.516886201471	-14.4928058498305	20.9662338050609	16.5800966320722	-2.90581502219305	20.3371275201929	16.4340945818181
ANXA1	-20.1775422963192	21.8056479850906	17.5032786891475	-5.36142653438959	20.367886093676	15.704693810748	-8.56546865739988	21.0519928703027	16.8772389983988
