protein_name	r2_male	rmse_male	mae_male	r2_female	rmse_female	mae_female	r2_all	rmse_all	mae_all
COLEC11	-18.5261394294431	22.3221240177408	17.5355880208589	-9.55108518906618	21.9751260437268	16.8379783731979	-14.6974433298082	22.300214691596	17.2842592451114
COLEC12	-38.2712454529939	22.214695921079	17.6856275273957	-3.07141602885333	20.5863856970136	15.2702143208539	-10.1137670474512	21.6860346256723	17.0254908751377
COMMD7	-5.18158096871057	20.7420344107722	16.9030832803387	-10.3421662738212	21.781137395175	16.2725084607076	-25.3228390253039	22.4221513402591	17.3267939892917
COTL1	-1.95284219592957	19.938029944512	15.0745989111617	-6.9837543349783	20.5384015752286	15.9459893942296	-3.08283270696355	20.3048003064766	15.9509387228248
CPB2	-21.1866218840566	21.8405214523956	17.321948962593	-22.4632334238297	21.8477584886694	16.6582161650119	-25.992291405794	22.0110268318368	17.4668482201849
CPE	-2.32563641423642	19.6712552177829	15.3448157238466	-70.9676399582789	21.8664071532307	17.1344437880245	-7.41980014879505	21.0477527273269	16.6674780797155
CPNE1	-27.988419546716	22.1074060752373	17.5638960370766	-9.44972402419376	20.8941970158759	16.0846412020618	-21.5224551560986	21.7842105365584	17.3431313233414
CRELD1	-7.13388412544641	21.0137638956502	16.7087359158332	-9.12666953626791	21.0503946068837	16.4908690113332	-10.4784642360314	21.0614851876456	16.8020369509697
CRISP3	-6.80346099357833	20.7601963476895	16.7694933362724	-4.10796393866644	20.2436189857388	16.0718411537764	-9.14262022246048	20.8723371223081	16.8526194173835
CRK	-9.60143142149674	22.2581960455017	17.0192810892029	-4.66956441124877	20.9658499664224	15.6123092108426	-16.3163136260085	22.0553981798894	17.3577519000631
CRLF1.CLCF1	-12.1310112577862	21.4633564774036	17.1864670702155	-30.9931376117874	22.2115094136141	17.0483913801858	-69.0823193048013	22.3065880187802	17.5605100278722
CRLF2	-18.5147551884577	21.7265753323981	17.5253029339	-1.89648928740602	19.2991402516199	14.7981431524754	-3.89641248777576	20.7998853853032	16.3484445377749
CRP	-1.23937328268638	19.5146174090076	14.9329414813515	-5.70085612207633	20.2919284063969	16.1512653351765	-2.08840724312448	19.9439913500165	15.6965838066445
CRTAM	-13.0119350300771	21.328290487043	17.1801070004718	-11.367176996582	21.3755922898023	16.6207872608391	-10.0805621154138	21.3863134131698	16.9999029431817
CRYZL1	-12.2718412398346	21.3260842336444	16.6017060015901	-29.394121600204	21.873897123857	16.924997247295	-32.6593093480248	22.0294780246801	17.4439239076051
CSF1	-4.98596744940847	20.4241424885794	16.0811061541457	-4.03791524200541	19.8766034886256	15.2294586193627	-4.30740437958368	20.1322390195998	15.8681706499902
CSF1R	-4.93309636080199	20.7325983574188	16.2649299804735	-6.43357837673273	21.5917661379694	16.3092433833899	-5.81729856324874	21.2802733470304	16.4646388268802
CSF2	-18.7086794100076	20.8834207659501	17.4349088579962	-11.0399396019978	21.0334478331686	16.2186886200876	-10.1769332472372	21.0004387186509	16.9556991528257
CSF3	-24.2931236190858	21.7483274381638	17.5071491118216	-10.5402385932593	21.197586679144	16.4559506033763	-15.5633798181126	21.7734975721407	17.1208639752337
CSF3R	-4.18627200038113	20.2980921524029	16.1260392844649	-8.35760516012911	20.8960329924333	16.4760832598298	-6.00032353519304	21.0208401134243	16.7985022903259
CSH1.CSH2	-27.7011524378177	22.4682447316824	17.6798725216778	-19.6548621777532	21.4822087387643	16.8683785814568	-108.418016063784	22.1923544436014	17.7564010861926
CSK	-7.6368898387782	21.532809434699	16.8548756571532	-6.94862826870601	20.903273403704	16.4305476674334	-8.50659027108851	21.4106138629717	17.0577781083936
CSNK2A1	-9.05382614226178	21.8118986581722	17.2517417407228	-6.71300348232439	21.4839267736013	15.8910567566782	-11.1584687176407	21.7373189963493	16.9450927026849
CSNK2A1.CSNK2B	-17.8477510049761	21.9111720033831	17.3722016612688	-9.14270763469837	21.6411720056273	16.7015756315419	-35.8688911474367	22.1407839277664	17.592551370739
CSNK2A2.CSNK2B	-8.87646212892115	21.4880984643672	16.6192053023117	-12.7685215451776	21.6218885070485	16.3248779685043	-12.4162327321835	21.7677143319079	17.0120312409764
CSRP3	-1.73184577457133	19.9555874832562	15.3961799450699	-3.71542144982698	20.7057013174431	15.3966772291335	-2.6103310117936	20.7160098228814	15.6055217667261
CST1	-1.18607194602509	18.8375956769083	14.4568621306125	-1.56333026674394	20.0092545320197	15.3428368025554	-1.57453270977466	19.65062523176	15.1770276013106
CST2	-1.67033766056784	19.1379793986515	14.9029855826806	-1.61750627938639	19.5340345643744	14.6400982791472	-1.38047973681766	19.5164665456377	14.9523355084212
CST3	0.338742594280876	13.7826137923131	10.5516467174681	-0.291991730014742	15.6244922626337	11.2100858406207	-0.0193003236229408	15.0487746567778	11.225665825717
CST4	-7.51819874025575	20.5456270544561	16.8098196480816	-46.4124767596271	21.5743327117686	17.1301409078617	-11.9058956073346	21.4187419188963	17.1750023912659
CST5	-0.743040320613069	17.8657504520175	13.1544745936953	-0.848570249987283	18.4810535799261	13.8315142927548	-1.80579377479703	18.7242511412121	14.3635404944822
CST6	-14.210680678629	21.9008725908096	17.3970812433682	-2.54042754509977	20.5082140704038	15.4918471561577	-12.988223281659	21.6901085391434	17.1244663648503
CST7	-5.93232549820921	21.5936842801564	17.3141791204004	-5.61802871704009	20.3409889582463	15.8190498972772	-6.26723967196995	20.9564072612176	16.8384492480672
CTF1	-22.592325383234	22.1333463713392	17.7013153985521	-3.3276215445506	19.8968589031364	14.9758669390645	-10.9584816973774	21.6118499621331	17.225857996097
CTGF	-12.7738041129397	21.4511345553869	17.3598306383091	-2.27316298471871	20.6191986198789	15.3373992721565	-6.81294724950756	21.1244378071009	16.6438800288468
CTLA4	-16.2199695108084	21.9476416533755	17.5744743388553	-12.3855640653734	20.9795549252678	16.471762854526	-49.1960656743503	22.0156729780577	17.4723853407834
CTSA	-2.60104825696426	19.9402812527406	15.6648852254988	-2.61796264207762	19.5476681158343	15.3135037374899	-3.46872142338041	20.0533951516698	16.0080862592488
CTSB	-3.74767811025097	20.1345715000601	15.5679276214365	-2.97965487283542	21.1112434827235	15.7405041394937	-2.69867941085333	20.8702302116466	15.7716998102544
CTSC	-10.3020778190393	21.0584930074773	16.996171741378	-22.6702673040248	21.802470280997	16.6839093391898	-22.0804447587951	21.8958680181465	17.3445010426582
CTSD	-1.44443766449764	18.7423579829423	15.3261698779378	-2.41350296660985	19.4674557250573	15.2652330949127	-2.72251487645841	19.4321127331199	15.4867879741552
CTSE	-24.7245708020023	21.6614548890046	17.2635545149783	-58.6358041155883	22.0621609023896	17.342900142507	-90.0118215667627	22.0066095363244	17.6203277051067
CTSF	-5.22643795499622	20.5391011633266	16.0914963101903	-10.0466150511224	21.0096170318636	16.1233580001267	-13.0436727209461	21.6361029163767	17.1057033600471
CTSG	-2.18926955296534	19.7686225872276	15.2891595407294	-29.6119617951137	21.9292247670755	17.0168021889959	-7.71420276917806	21.3954574612218	16.9101159607651
CTSH	-11.93036296274	21.3876887191957	17.0304713238892	-31.8556936193709	22.1269154858846	17.0921689587814	-17.5681136338453	21.8268475035645	17.2000709296474
CTSS	-4.44999700660173	19.9199477468967	16.5983729261612	-5.30195558201814	19.7451980332608	16.0820247820594	-3.43452599160089	20.0372984682333	16.585318353848
CTSV	0.410014926145884	13.5233234380348	10.7097227657752	0.232574727565206	14.7684724419108	10.6531383329209	0.248500202975818	14.7047502944731	11.0689416355616
CTSZ	-4.31203059266212	19.9952786875937	16.3830023958845	-3.61293676300827	20.7899950115814	15.5701040469121	-3.23911484315309	20.5448106587776	16.2673606548002
CX3CL1	-0.832717311477545	17.5161973074001	13.3549765186809	-4.59914059510225	20.1702469761083	15.6074508150809	-1.68711510019545	19.111205176599	14.8577919117057
CXCL1	-14.839980822802	21.5251628813677	16.8932101339508	-3.30607578630295	19.9666012839278	15.1260956072805	-12.5311150528002	21.3216734929036	16.8245349999655
CXCL10	-1.84155544140674	20.7039677983914	14.5852488272327	-1.37671218520501	18.4741702084816	14.2120129983077	-1.65515130117509	19.8391816139533	14.5211306681156
CXCL11	-2.27739647545584	19.6638783908036	15.2738479144622	-1.19639697910199	19.440809783396	14.0765400392696	-1.61997345896473	19.8907544740855	15.1029046876511
CXCL12	-1.07739752537801	18.1992546630821	14.0601646806674	-2.15765549624879	19.5892412965126	14.430267120317	-1.74936011156047	19.3711788156632	14.685979770181
CXCL13	0.322225913358279	14.7336943564163	10.9008125546331	-1.62117642156652	18.7658214048004	13.8551978355606	-0.631670422999268	17.3229843375706	12.9002262632065
CXCL16	-7.50297753185334	20.8506406205568	16.5547462995043	-5.105276701954	20.5311246836665	15.358236913328	-7.2066945219412	20.9634208211652	16.3104370388928
CXCL3.CXCL2	-32.503884803978	21.8946756308943	17.4955379245667	-15.2384872829417	21.919552176231	17.1619515035179	-30.9881996744452	22.364267664677	17.5682301207208
CXCL5	-5.93230904314356	20.3766226891079	16.9394214191327	-5.1101319765055	20.2621155073189	16.0422003245378	-6.96670002811347	20.6510546450696	16.8785550802654
CXCL6	-23.1958688345558	21.9109388523059	17.3447981373733	-14.7685517855228	21.8907182807847	16.8580350402602	-26.9042344928257	22.1351878223734	17.3766477842027
CXCL8	-10.071611945281	20.6758766871759	16.7691870192231	-9.51478645268801	21.0226587081284	16.2616162877111	-9.3343726764598	20.9356480423882	16.6406650436371
CXCL9	-1.2279550696378	20.3351698975545	14.2901700431534	-1.23489336025656	18.4292951934339	13.8903728080756	-1.26453425362793	19.2623704321426	14.2608650726285
CYCS	-2.21116951511862	19.8246487795181	14.6785252446405	-4.34736664855267	20.3105836255234	14.9230242580622	-3.37824869469629	20.1100956501765	14.9853672322941
CYP3A4	-7.06674329981101	21.1450511936872	16.7526759334355	-8.74877428724469	21.6357076031926	16.7017696509473	-17.5035749385286	21.9189557205633	17.469264498007
DAPK2	-30.0820842199252	22.1725413786273	17.6096293198971	-4.36583945303912	20.7328032814179	15.4308677500382	-14.5844241689741	21.8928987919307	17.207947450409
DBNL	-4.07175269705528	20.0495001226801	16.9005891720207	-7.47872058676221	20.1696284369186	16.1492009660346	-5.74082730811559	20.4002950002181	16.6790822832017
DCN	-8.7621430310264	21.5924947707231	17.2458829427826	-20.9009418615413	22.0860061039017	16.8825632771501	-47.3087411023851	22.1191798945277	17.576318974174
DCTN2	-0.950381801369325	18.1942208533512	14.6971325439591	-5.88131887600321	20.0852355905547	16.227767208692	-2.39783351789036	19.3508300219138	15.6598186475815
